customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct,cohort_month,tenure_bucket,recency_days,frequency_per_month,historical_clv,clv_tier,signup_year_month,churn_month
C00376,2023-03-28,Basic,9.99,27,0,,billing,9.0,0.0,2025-06-08,Card,North America,18-24,Partnerships,3,0,1,0.07,2023-03-01,25-60,181,0.3333333333333333,250.85,Medium,2023-03,
C00674,2023-03-28,Basic,19.72,17,1,2024-03-06,no usage,2.0,1.0,2024-07-05,PayPal,Latin America,45-54,Email,2,2,1,0.047,2023-03-01,13-24,519,0.11764705882352941,319.48,Medium,2023-03,2024-03-01
C00700,2023-03-28,Basic,22.03,9,1,2023-07-18,billing,4.0,3.0,2023-06-26,Card,Europe,25-34,Email,1,2,1,0.042,2023-03-01,7-12,894,0.4444444444444444,189.94,Low,2023-03,2023-07-01
C00977,2023-03-28,Premium,81.81,27,0,,billing,18.0,0.0,2025-04-06,Card,North America,25-34,Direct,4,1,1,0.014,2023-03-01,25-60,244,0.6666666666666666,2177.95,High,2023-03,
C02266,2023-03-28,Basic,17.67,20,1,2024-08-03,no usage,2.0,1.0,2024-02-18,Card,APAC,35-44,Paid Ads,1,3,1,0.033,2023-03-01,13-24,657,0.1,341.74,Medium,2023-03,2024-08-01
C02453,2023-03-28,Standard,40.81,27,0,,billing,11.0,0.0,2025-06-22,Card,North America,25-34,Partnerships,5,0,1,0.15387499999999998,2023-03-01,25-60,167,0.4074074074074074,932.32,High,2023-03,
C02594,2023-03-28,Standard,35.85,27,0,,billing,15.0,1.0,2025-06-23,Card,Europe,25-34,Referral,5,0,1,0.075,2023-03-01,25-60,166,0.5555555555555556,895.35,High,2023-03,
C03672,2023-03-28,Basic,22.74,20,1,2024-01-31,no usage,2.0,2.0,2024-01-01,PayPal,Latin America,45-54,Paid Ads,4,1,1,0.15387499999999998,2023-03-01,13-24,705,0.1,384.82,Medium,2023-03,2024-01-01
C03975,2023-03-28,Premium,83.19125,27,0,,billing,14.0,1.0,2025-06-14,Card,Europe,45-54,Email,4,0,1,0.001,2023-03-01,25-60,175,0.5185185185185185,2243.92,High,2023-03,
C04294,2023-03-28,Standard,32.26,17,1,2024-03-16,billing,14.0,0.0,2024-05-03,Wallet,Europe,35-44,Partnerships,3,0,1,0.038,2023-03-01,13-24,582,0.8235294117647058,527.58,High,2023-03,2024-03-01
C06420,2023-03-28,Basic,21.63,27,0,,billing,4.0,2.0,2025-06-16,Card,Latin America,25-34,Paid Ads,4,0,1,0.043,2023-03-01,25-60,173,0.14814814814814814,558.9,High,2023-03,
C07372,2023-03-28,Standard,37.58,17,1,2024-01-27,price sensitivity,5.0,1.0,2023-12-24,Card,APAC,45-54,Paid Ads,1,0,1,0.003,2023-03-01,13-24,713,0.29411764705882354,636.94,High,2023-03,2024-01-01
C00218,2023-03-29,Basic,15.71,20,1,2024-10-25,billing,5.0,3.0,2024-09-22,Card,North America,35-44,Referral,5,1,1,0.009,2023-03-01,13-24,440,0.25,311.37,Medium,2023-03,2024-10-01
C00791,2023-03-29,Basic,25.09,15,1,2024-04-13,product dissatisfaction,8.0,2.0,2024-03-29,Card,North America,55+,Organic Search,3,0,1,0.038,2023-03-01,13-24,617,0.5333333333333333,362.05,Medium,2023-03,2024-04-01
C02306,2023-03-29,Basic,12.18,15,1,2024-10-06,competitor,7.0,3.0,2024-06-05,Card,North America,25-34,Paid Ads,4,1,1,0.02,2023-03-01,13-24,549,0.4666666666666667,179.05,Low,2023-03,2024-10-01
C04671,2023-03-29,Basic,11.65,15,1,2024-05-25,price sensitivity,9.0,1.0,2023-08-26,Card,North America,25-34,Organic Search,4,0,1,0.052,2023-03-01,13-24,833,0.6,165.66,Low,2023-03,2024-05-01
C06334,2023-03-29,Premium,74.41,27,0,,billing,17.0,0.0,2025-06-15,Card,North America,45-54,Partnerships,2,0,1,0.091,2023-03-01,25-60,174,0.6296296296296297,1826.24,High,2023-03,
C00087,2023-03-30,Standard,35.25,27,0,,billing,10.0,1.0,2025-06-15,Card,North America,45-54,Organic Search,5,0,1,0.06,2023-03-01,25-60,174,0.37037037037037035,894.64,High,2023-03,
C01842,2023-03-30,Standard,39.6,19,1,2024-02-03,billing,13.0,4.0,2023-12-29,Card,Latin America,35-44,Paid Ads,4,0,1,0.055,2023-03-01,13-24,708,0.6842105263157895,711.02,High,2023-03,2024-02-01
C02742,2023-03-30,Standard,37.83,27,0,,billing,10.0,1.0,2025-06-14,Card,North America,25-34,Referral,2,0,1,0.073,2023-03-01,25-60,175,0.37037037037037035,946.85,High,2023-03,
C03419,2023-03-30,Standard,41.43,27,0,,billing,12.0,2.0,2025-06-15,Card,North America,35-44,Email,5,0,1,0.009,2023-03-01,25-60,174,0.4444444444444444,1108.54,High,2023-03,
C04071,2023-03-30,Standard,38.68,27,0,,billing,9.0,2.0,2025-06-27,PayPal,Latin America,35-44,Paid Ads,1,1,1,0.065,2023-03-01,25-60,162,0.3333333333333333,976.48,High,2023-03,
C04848,2023-03-30,Standard,44.61,24,1,2024-03-09,billing,11.0,0.0,2024-08-25,Card,North America,45-54,Referral,2,0,1,0.022,2023-03-01,13-24,468,0.4583333333333333,1047.09,High,2023-03,2024-03-01
C05028,2023-03-30,Standard,48.81,27,0,,billing,8.0,4.0,2025-06-16,Wallet,APAC,45-54,Direct,1,0,1,0.005,2023-03-01,25-60,173,0.2962962962962963,1311.28,High,2023-03,
C06104,2023-03-30,Basic,19.25,17,1,2023-12-30,no usage,6.0,2.0,2023-09-11,Card,North America,45-54,Paid Ads,2,0,1,0.105,2023-03-01,13-24,817,0.35294117647058826,292.89,Medium,2023-03,2023-12-01
C06149,2023-03-30,Standard,27.0,27,0,,billing,12.0,1.0,2025-06-13,Card,APAC,55+,Referral,4,0,1,0.062,2023-03-01,25-60,176,0.4444444444444444,683.8,High,2023-03,
C06637,2023-03-30,Standard,48.36,21,1,2024-01-16,billing,9.0,2.0,2024-01-03,Card,APAC,25-34,Direct,5,0,1,0.058,2023-03-01,13-24,703,0.42857142857142855,956.66,High,2023-03,2024-01-01
C03284,2023-03-31,Basic,28.44,19,1,2024-12-05,competitor,5.0,1.0,2024-04-16,Card,North America,25-34,Paid Ads,1,1,1,0.056,2023-03-01,13-24,599,0.2631578947368421,510.1,High,2023-03,2024-12-01
C03959,2023-03-31,Basic,12.6,27,0,,billing,9.0,1.0,2025-06-16,PayPal,North America,35-44,Organic Search,5,0,1,0.029,2023-03-01,25-60,173,0.3333333333333333,330.33,Medium,2023-03,
C04314,2023-03-31,Standard,44.73,20,1,2024-01-01,price sensitivity,9.0,2.0,2023-11-18,Card,APAC,35-44,Partnerships,4,0,1,0.15387499999999998,2023-03-01,13-24,749,0.45,756.94,High,2023-03,2024-01-01
C04727,2023-03-31,Standard,37.96,27,0,,billing,12.0,1.0,2025-06-16,Card,Europe,25-34,Organic Search,4,0,1,0.015,2023-03-01,25-60,173,0.4444444444444444,1009.55,High,2023-03,
C04763,2023-03-31,Standard,31.62,27,0,,billing,13.0,0.0,2025-06-25,Card,Latin America,18-24,Referral,3,0,1,0.076,2023-03-01,25-60,164,0.48148148148148145,788.86,High,2023-03,
C04843,2023-03-31,Premium,83.19125,22,1,2024-03-28,product dissatisfaction,14.0,0.0,2024-12-03,Card,North America,35-44,Organic Search,5,0,1,0.073,2023-03-01,13-24,368,0.6363636363636364,1696.6,High,2023-03,2024-03-01
C06000,2023-03-31,Basic,15.67,27,0,,billing,4.0,1.0,2025-06-28,Wallet,APAC,45-54,Organic Search,1,0,1,0.004,2023-03-01,25-60,161,0.14814814814814814,421.4,Medium,2023-03,
C06266,2023-03-31,Basic,23.3,17,1,2024-01-04,billing,6.0,2.0,2023-11-22,Card,North America,25-34,Direct,4,0,1,0.103,2023-03-01,13-24,745,0.35294117647058826,355.3,Medium,2023-03,2024-01-01
C00588,2023-04-01,Basic,17.68,26,0,,billing,10.0,0.0,2025-05-16,Card,APAC,45-54,Email,5,0,1,0.079,2023-04-01,25-60,204,0.38461538461538464,423.37,Medium,2023-04,
C00901,2023-04-01,Premium,70.88,29,0,,billing,17.0,0.0,2025-06-03,Wallet,North America,25-34,Paid Ads,5,0,1,0.046,2023-04-01,25-60,186,0.5862068965517241,1960.97,High,2023-04,
C01622,2023-04-01,Premium,83.19125,20,1,2023-10-14,billing,11.0,0.0,2023-09-22,Card,North America,35-44,Organic Search,5,0,1,0.079,2023-04-01,13-24,806,0.55,1532.38,High,2023-04,2023-10-01
C01788,2023-04-01,Standard,38.27,26,0,,billing,10.0,1.0,2025-05-18,Card,Latin America,25-34,Referral,2,0,1,0.004,2023-04-01,25-60,202,0.38461538461538464,991.04,High,2023-04,
C02472,2023-04-01,Basic,12.71,15,1,2024-02-05,price sensitivity,6.0,4.0,2024-04-04,Card,North America,18-24,Paid Ads,5,1,1,0.026,2023-04-01,13-24,611,0.4,185.69,Low,2023-04,2024-02-01
C03234,2023-04-01,Standard,43.15,19,1,2023-08-24,product dissatisfaction,7.0,4.0,2023-07-22,Card,North America,45-54,Partnerships,2,1,1,0.15387499999999998,2023-04-01,13-24,868,0.3684210526315789,693.7,High,2023-04,2023-08-01
C04553,2023-04-01,Basic,18.38,15,1,2023-11-16,billing,6.0,3.0,2023-12-10,Card,Europe,18-24,Paid Ads,1,0,1,0.046,2023-04-01,13-24,727,0.4,263.02,Medium,2023-04,2023-11-01
C05170,2023-04-01,Standard,30.1,29,0,,billing,11.0,1.0,2025-05-29,Card,North America,25-34,Referral,4,1,1,0.15387499999999998,2023-04-01,25-60,191,0.3793103448275862,738.58,High,2023-04,
C06414,2023-04-01,Standard,34.44,29,0,,billing,8.0,1.0,2025-05-17,Card,Latin America,25-34,Organic Search,5,0,1,0.018,2023-04-01,25-60,203,0.27586206896551724,980.78,High,2023-04,
C07067,2023-04-01,Standard,36.23,29,0,,billing,11.0,0.0,2025-05-25,Card,North America,55+,Paid Ads,2,0,1,0.058,2023-04-01,25-60,195,0.3793103448275862,989.73,High,2023-04,
C07205,2023-04-01,Premium,82.71,29,0,,billing,12.0,1.0,2025-05-25,Card,APAC,25-34,Paid Ads,3,0,1,0.052,2023-04-01,25-60,195,0.41379310344827586,2273.86,High,2023-04,
C07212,2023-04-01,Basic,23.32,19,1,2024-01-25,product dissatisfaction,7.0,3.0,2023-12-31,PayPal,Europe,25-34,Partnerships,5,2,1,0.111,2023-04-01,13-24,706,0.3684210526315789,393.9,Medium,2023-04,2024-01-01
C00891,2023-04-02,Basic,15.55,21,1,2024-12-06,support issues,4.0,5.0,2024-11-10,Card,Europe,45-54,Paid Ads,2,1,1,0.002,2023-04-01,13-24,391,0.19047619047619047,325.9,Medium,2023-04,2024-12-01
C02502,2023-04-02,Basic,22.89,26,0,,billing,8.0,4.0,2025-05-22,Card,Europe,45-54,Referral,5,0,1,0.044,2023-04-01,25-60,198,0.3076923076923077,568.95,High,2023-04,
C03755,2023-04-02,Standard,38.89,28,0,,billing,14.0,1.0,2025-05-24,Card,Europe,18-24,Paid Ads,4,0,1,0.077,2023-04-01,25-60,196,0.5,1005.07,High,2023-04,
C05926,2023-04-02,Basic,21.17,18,1,2023-09-11,no usage,3.0,3.0,2023-12-10,Card,North America,45-54,Organic Search,2,1,1,0.051,2023-04-01,13-24,727,0.16666666666666666,361.63,Medium,2023-04,2023-09-01
C07459,2023-04-02,Premium,83.19125,14,1,2024-05-23,billing,16.0,0.0,2024-05-05,Card,APAC,18-24,Referral,3,0,1,0.06,2023-04-01,13-24,580,1.1428571428571428,1094.8,High,2023-04,2024-05-01
C01289,2023-04-03,Premium,83.19125,26,0,,billing,14.0,1.0,2025-05-26,Card,APAC,25-34,Organic Search,2,0,1,0.15387499999999998,2023-04-01,25-60,194,0.5384615384615384,1830.15,High,2023-04,
C02705,2023-04-03,Standard,37.44,19,1,2024-08-15,no usage,12.0,2.0,2024-07-03,Card,APAC,18-24,Email,2,0,1,0.037,2023-04-01,13-24,521,0.631578947368421,685.04,High,2023-04,2024-08-01
C04183,2023-04-03,Basic,25.62,19,1,2024-08-03,billing,8.0,5.0,2024-06-23,Card,APAC,35-44,Direct,2,0,1,0.036,2023-04-01,13-24,531,0.42105263157894735,469.26,Medium,2023-04,2024-08-01
C04277,2023-04-03,Basic,17.07,20,1,2024-03-10,product dissatisfaction,5.0,3.0,2024-05-09,Wallet,Europe,45-54,Organic Search,0,0,1,0.008,2023-04-01,13-24,576,0.25,338.67,Medium,2023-04,2024-03-01
C04635,2023-04-03,Basic,17.02,26,0,,billing,9.0,2.0,2025-05-22,Card,Latin America,35-44,Email,5,0,1,0.015,2023-04-01,25-60,198,0.34615384615384615,435.88,Medium,2023-04,
C06514,2023-04-03,Basic,18.7,26,0,,billing,8.0,0.0,2025-05-23,PayPal,Europe,18-24,Email,5,0,1,0.019,2023-04-01,25-60,197,0.3076923076923077,476.96,Medium,2023-04,
C01359,2023-04-04,Standard,40.71,26,0,,billing,12.0,1.0,2025-05-24,PayPal,North America,18-24,Direct,2,0,1,0.024,2023-04-01,25-60,196,0.46153846153846156,1033.06,High,2023-04,
C01450,2023-04-04,Standard,38.71,26,0,,billing,11.0,0.0,2025-05-21,ACH,Europe,45-54,Direct,5,0,1,0.007,2023-04-01,25-60,199,0.4230769230769231,999.41,High,2023-04,
C03497,2023-04-04,Premium,59.99,26,0,,billing,14.0,1.0,2025-05-30,Card,North America,55+,Organic Search,4,0,1,0.044,2023-04-01,25-60,190,0.5384615384615384,1491.11,High,2023-04,
C03807,2023-04-04,Basic,21.25,16,1,2024-01-21,no usage,8.0,1.0,2024-04-01,Card,APAC,55+,Direct,3,0,1,0.043,2023-04-01,13-24,614,0.5,325.38,Medium,2023-04,2024-01-01
C03872,2023-04-04,Standard,35.09,16,1,2024-02-20,billing,7.0,3.0,2024-01-12,PayPal,Europe,55+,Organic Search,5,1,1,0.008,2023-04-01,13-24,694,0.4375,556.95,High,2023-04,2024-02-01
C04107,2023-04-04,Basic,17.04,14,1,2024-01-14,competitor,3.0,2.0,2023-12-21,PayPal,North America,25-34,Organic Search,2,0,1,0.053,2023-04-01,13-24,716,0.21428571428571427,225.92,Medium,2023-04,2024-01-01
C04461,2023-04-04,Standard,36.7,26,0,,billing,8.0,1.0,2025-05-25,Card,APAC,18-24,Paid Ads,2,0,1,0.139,2023-04-01,25-60,195,0.3076923076923077,821.57,High,2023-04,
C06567,2023-04-04,Basic,14.3,26,0,,billing,7.0,0.0,2025-05-28,Card,Latin America,25-34,Organic Search,3,0,1,0.028,2023-04-01,25-60,192,0.2692307692307692,361.39,Medium,2023-04,
C00258,2023-04-05,Basic,23.2,26,0,,billing,5.0,0.0,2025-05-22,Card,North America,25-34,Referral,5,0,1,0.034,2023-04-01,25-60,198,0.19230769230769232,582.69,High,2023-04,
C01819,2023-04-05,Basic,13.84,25,0,,billing,9.0,0.0,2025-05-26,PayPal,North America,35-44,Direct,2,0,1,0.047,2023-04-01,25-60,194,0.36,329.74,Medium,2023-04,
C02515,2023-04-05,Standard,38.97,16,1,2023-10-26,price sensitivity,11.0,3.0,2023-10-08,Card,Latin America,25-34,Referral,1,0,1,0.077,2023-04-01,13-24,790,0.6875,575.51,High,2023-04,2023-10-01
C03308,2023-04-05,Basic,21.78,24,1,2024-01-27,product dissatisfaction,5.0,3.0,2023-12-30,Wallet,APAC,25-34,Partnerships,2,1,1,0.051,2023-04-01,13-24,707,0.20833333333333334,496.06,High,2023-04,2024-01-01
C04420,2023-04-05,Basic,18.13,22,1,2024-12-30,billing,9.0,3.0,2024-01-12,Card,North America,35-44,Direct,2,0,1,0.062,2023-04-01,13-24,694,0.4090909090909091,374.13,Medium,2023-04,2024-12-01
C05231,2023-04-05,Standard,32.01,25,0,,billing,11.0,0.0,2025-06-02,Card,APAC,45-54,Paid Ads,4,0,1,0.049,2023-04-01,25-60,187,0.44,761.04,High,2023-04,
C05560,2023-04-05,Standard,42.01,25,0,,billing,12.0,0.0,2025-05-29,Card,North America,55+,Referral,4,0,1,0.07,2023-04-01,25-60,191,0.48,976.73,High,2023-04,
C05564,2023-04-05,Standard,38.52,26,0,,billing,13.0,0.0,2025-05-25,Card,Europe,45-54,Referral,5,0,1,0.15387499999999998,2023-04-01,25-60,195,0.5,847.41,High,2023-04,
C06738,2023-04-05,Basic,16.36,21,1,2024-11-30,billing,7.0,3.0,2024-08-11,PayPal,North America,35-44,Organic Search,1,1,1,0.042,2023-04-01,13-24,482,0.3333333333333333,329.13,Medium,2023-04,2024-11-01
C00685,2023-04-06,Standard,40.54,24,0,,billing,10.0,0.0,2025-05-20,PayPal,APAC,18-24,Partnerships,5,0,1,0.02,2023-04-01,13-24,200,0.4166666666666667,953.5,High,2023-04,
C02177,2023-04-06,Premium,78.84,18,1,2023-12-22,billing,16.0,0.0,2023-12-13,Card,APAC,35-44,Referral,5,0,1,0.15387499999999998,2023-04-01,13-24,724,0.8888888888888888,1200.75,High,2023-04,2023-12-01
C02615,2023-04-06,Premium,83.19125,26,0,,billing,12.0,0.0,2025-06-02,PayPal,North America,55+,Direct,3,0,1,0.01,2023-04-01,25-60,187,0.46153846153846156,2141.34,High,2023-04,
C02940,2023-04-06,Standard,34.33,12,1,2024-06-01,no usage,10.0,1.0,2023-12-08,Card,APAC,35-44,Referral,0,0,1,0.03,2023-04-01,7-12,729,0.8333333333333334,399.6,Medium,2023-04,2024-06-01
C03517,2023-04-06,Basic,22.66,24,0,,billing,9.0,2.0,2025-05-27,Card,North America,25-34,Direct,4,0,1,0.069,2023-04-01,13-24,193,0.375,506.32,High,2023-04,
C03524,2023-04-06,Basic,15.13,15,1,2024-02-19,price sensitivity,7.0,3.0,2024-10-01,PayPal,North America,35-44,Organic Search,5,0,1,0.004,2023-04-01,13-24,431,0.4666666666666667,226.04,Medium,2023-04,2024-02-01
C03562,2023-04-06,Basic,19.41,24,0,,billing,8.0,1.0,2025-05-26,Card,North America,25-34,Email,1,0,1,0.042,2023-04-01,13-24,194,0.3333333333333333,446.27,Medium,2023-04,
C03783,2023-04-06,Basic,22.15,26,0,,billing,4.0,4.0,2025-05-26,Card,North America,35-44,Direct,5,1,1,0.004,2023-04-01,25-60,194,0.15384615384615385,573.6,High,2023-04,
C04283,2023-04-06,Standard,42.81,15,1,2023-12-31,billing,11.0,0.0,2023-11-25,Card,North America,55+,Organic Search,0,0,1,0.15387499999999998,2023-04-01,13-24,742,0.7333333333333333,543.34,High,2023-04,2023-12-01
C05728,2023-04-06,Standard,27.48,21,1,2023-11-15,billing,9.0,1.0,2023-07-10,Wallet,Latin America,55+,Direct,5,0,1,0.052,2023-04-01,13-24,880,0.42857142857142855,547.07,High,2023-04,2023-11-01
C05851,2023-04-06,Standard,38.47,24,0,,billing,11.0,0.0,2025-05-27,Card,North America,18-24,Paid Ads,5,0,1,0.017,2023-04-01,13-24,193,0.4583333333333333,907.58,High,2023-04,
C06183,2023-04-06,Standard,35.11,24,0,,billing,9.0,0.0,2025-05-21,Card,North America,35-44,Organic Search,5,0,1,0.029,2023-04-01,13-24,199,0.375,818.2,High,2023-04,
C06200,2023-04-06,Standard,40.65,24,0,,billing,11.0,2.0,2025-05-18,Card,North America,18-24,Organic Search,3,0,1,0.034,2023-04-01,13-24,202,0.4583333333333333,942.43,High,2023-04,
C00171,2023-04-07,Basic,20.78,17,1,2024-03-01,billing,2.0,2.0,2023-11-12,Card,Latin America,18-24,Email,3,0,1,0.024,2023-04-01,13-24,755,0.11764705882352941,344.78,Medium,2023-04,2024-03-01
C00224,2023-04-07,Basic,25.12,15,1,2024-07-10,billing,8.0,1.0,2024-06-30,ACH,North America,25-34,Organic Search,5,0,1,0.143,2023-04-01,13-24,524,0.5333333333333333,322.92,Medium,2023-04,2024-07-01
C00339,2023-04-07,Basic,17.94,16,1,2024-05-07,product dissatisfaction,5.0,5.0,2023-09-14,Card,North America,18-24,Paid Ads,2,0,1,0.15387499999999998,2023-04-01,13-24,814,0.3125,242.87,Medium,2023-04,2024-05-01
C00516,2023-04-07,Standard,41.44,26,0,,billing,9.0,3.0,2025-05-22,ACH,North America,35-44,Email,5,0,1,0.058,2023-04-01,25-60,198,0.34615384615384615,1014.95,High,2023-04,
C00664,2023-04-07,Basic,19.21,13,1,2024-03-05,billing,5.0,0.0,2024-06-02,PayPal,North America,25-34,Referral,0,1,1,0.051,2023-04-01,13-24,552,0.38461538461538464,236.99,Medium,2023-04,2024-03-01
C01364,2023-04-07,Premium,76.56,13,1,2024-07-05,billing,13.0,2.0,2024-12-04,Card,Latin America,18-24,Paid Ads,5,0,1,0.15387499999999998,2023-04-01,13-24,367,1.0,842.13,High,2023-04,2024-07-01
C01796,2023-04-07,Basic,19.87,10,1,2023-11-13,support issues,9.0,1.0,2023-10-30,Card,Latin America,35-44,Referral,1,0,1,0.075,2023-04-01,7-12,768,0.9,183.8,Low,2023-04,2023-11-01
C02265,2023-04-07,Basic,16.86,18,1,2024-11-08,billing,10.0,1.0,2024-07-01,Card,North America,25-34,Email,0,0,1,0.034,2023-04-01,13-24,523,0.5555555555555556,293.16,Medium,2023-04,2024-11-01
C02900,2023-04-07,Basic,17.12,14,1,2024-06-21,product dissatisfaction,9.0,1.0,2024-10-05,Card,APAC,35-44,Partnerships,4,0,1,0.048,2023-04-01,13-24,427,0.6428571428571429,228.18,Medium,2023-04,2024-06-01
C03353,2023-04-07,Standard,37.19,26,0,,billing,8.0,1.0,2025-05-27,ACH,Europe,18-24,Email,3,0,1,0.15387499999999998,2023-04-01,25-60,193,0.3076923076923077,818.15,High,2023-04,
C03832,2023-04-07,Premium,83.19125,23,0,,billing,13.0,0.0,2025-05-24,Card,Europe,25-34,Partnerships,3,0,1,0.005,2023-04-01,13-24,196,0.5652173913043478,1903.83,High,2023-04,
C04886,2023-04-07,Standard,41.82,23,0,,billing,13.0,1.0,2025-06-02,Card,Latin America,25-34,Direct,4,0,1,0.037,2023-04-01,13-24,187,0.5652173913043478,926.27,High,2023-04,
C04966,2023-04-07,Basic,19.66,14,1,2023-09-02,price sensitivity,4.0,5.0,2023-01-08,Card,Latin America,55+,Organic Search,2,2,1,0.044,2023-04-01,13-24,1063,0.2857142857142857,263.13,Medium,2023-04,2023-09-01
C06770,2023-04-07,Premium,67.24,23,0,,billing,16.0,0.0,2025-05-16,Card,Europe,35-44,Organic Search,2,0,1,0.15387499999999998,2023-04-01,13-24,204,0.6956521739130435,1308.55,High,2023-04,
C07261,2023-04-07,Standard,39.1,23,0,,billing,11.0,0.0,2025-05-30,Wallet,Europe,45-54,Direct,5,0,1,0.15387499999999998,2023-04-01,13-24,190,0.4782608695652174,760.92,High,2023-04,
C00327,2023-04-08,Standard,38.08,16,1,2024-04-29,product dissatisfaction,11.0,1.0,2024-06-04,Card,North America,25-34,Referral,5,0,1,0.15387499999999998,2023-04-01,13-24,550,0.6875,515.53,High,2023-04,2024-04-01
C00583,2023-04-08,Basic,20.74,17,1,2023-10-10,no usage,6.0,4.0,2023-03-09,ACH,Europe,18-24,Direct,1,0,1,0.036,2023-04-01,13-24,1003,0.35294117647058826,339.89,Medium,2023-04,2023-10-01
C00818,2023-04-08,Basic,19.58,18,1,2024-09-07,billing,7.0,2.0,2024-06-23,Card,APAC,45-54,Organic Search,4,0,1,0.055,2023-04-01,13-24,531,0.3888888888888889,333.06,Medium,2023-04,2024-09-01
C01227,2023-04-08,Standard,34.24,26,0,,billing,12.0,0.0,2025-05-24,Card,Latin America,18-24,Direct,2,0,1,0.022,2023-04-01,25-60,196,0.46153846153846156,870.65,High,2023-04,
C01609,2023-04-08,Basic,15.95,16,1,2024-02-07,no usage,2.0,2.0,2024-06-07,Card,Latin America,18-24,Paid Ads,3,4,1,0.026,2023-04-01,13-24,547,0.125,248.56,Medium,2023-04,2024-02-01
C01855,2023-04-08,Standard,36.41,16,1,2024-02-21,support issues,9.0,1.0,2024-01-23,Card,North America,25-34,Referral,4,0,1,0.049,2023-04-01,13-24,683,0.5625,554.01,High,2023-04,2024-02-01
C02504,2023-04-08,Basic,23.4,14,1,2023-09-30,support issues,5.0,1.0,2023-08-28,Card,North America,35-44,Paid Ads,1,2,1,0.008,2023-04-01,13-24,831,0.35714285714285715,324.98,Medium,2023-04,2023-09-01
C04834,2023-04-08,Basic,21.93,22,0,,billing,8.0,0.0,2025-05-26,PayPal,APAC,18-24,Referral,5,0,1,0.019,2023-04-01,13-24,194,0.36363636363636365,473.29,Medium,2023-04,
C07262,2023-04-08,Premium,73.26,18,1,2024-09-27,price sensitivity,14.0,0.0,2024-09-09,Card,Europe,25-34,Paid Ads,5,0,1,0.0,2023-04-01,13-24,453,0.7777777777777778,1318.68,High,2023-04,2024-09-01
C07339,2023-04-08,Premium,69.52,13,1,2023-10-22,support issues,15.0,1.0,2023-09-22,ACH,North America,45-54,Paid Ads,0,0,1,0.038,2023-04-01,13-24,806,1.1538461538461537,869.42,High,2023-04,2023-10-01
C00744,2023-04-09,Basic,28.06,21,0,,billing,11.0,0.0,2025-05-19,Card,North America,45-54,Paid Ads,4,0,1,0.056,2023-04-01,13-24,201,0.5238095238095238,556.26,High,2023-04,
C02430,2023-04-09,Standard,37.84,21,0,,billing,8.0,1.0,2025-05-24,Card,North America,25-34,Partnerships,2,0,1,0.073,2023-04-01,13-24,196,0.38095238095238093,736.63,High,2023-04,
C04017,2023-04-09,Standard,44.74,21,0,,billing,15.0,1.0,2025-01-06,PayPal,North America,25-34,Partnerships,1,0,1,0.037,2023-04-01,13-24,334,0.7142857142857143,904.78,High,2023-04,
C04332,2023-04-09,Standard,36.81,21,0,,billing,14.0,0.0,2025-06-02,Card,North America,35-44,Paid Ads,4,1,1,0.005,2023-04-01,13-24,187,0.6666666666666666,769.14,High,2023-04,
C05507,2023-04-09,Standard,31.79,14,1,2024-05-18,no usage,10.0,1.0,2024-04-30,PayPal,North America,25-34,Paid Ads,1,0,1,0.071,2023-04-01,13-24,585,0.7142857142857143,413.46,Medium,2023-04,2024-05-01
C06238,2023-04-09,Premium,83.19125,21,0,,billing,16.0,0.0,2025-05-27,Card,North America,55+,Partnerships,4,0,1,0.057,2023-04-01,13-24,193,0.7619047619047619,1647.44,High,2023-04,
C00310,2023-04-10,Premium,83.19125,14,1,2023-10-14,support issues,10.0,3.0,2023-08-09,Card,Europe,35-44,Paid Ads,3,0,1,0.038,2023-04-01,13-24,850,0.7142857142857143,1120.42,High,2023-04,2023-10-01
C03077,2023-04-10,Basic,24.1,25,1,2024-11-28,product dissatisfaction,5.0,3.0,2023-12-16,ACH,North America,45-54,Organic Search,4,0,1,0.06,2023-04-01,25-60,721,0.2,566.35,High,2023-04,2024-11-01
